vrpNumber, routeId, equipmentTypeId, transModeId, warehouseId, startDateTime, endDateTime, totalCost, unitCost, LTLCost, totalDistance, repositionDistance, totalWeight, totalCubic, totalQty, maxWeight, maxCubic, maxQty, totalTime, dutyTime, operatingTime, repositionTime, serviceTime, waitTime, shortBreakTime, breakTime, fixedCost, distanceCost, repositionDistanceCost, distanceSurchargeCost, stopCost, dutyTimeCost, driveTimeCost, serviceTimeCost, waitTimeCost, shortBreakCost, longBreakCost, outOfRoutePercent, equipmentId, carrierId, startDateTimeLocal, endDateTimeLocal, lockType, isMixed, deliveredStops, deliveredQty, deliveredWeight, deliveredCubic, pickupStops, pickupQty, pickupWeight, pickupCubic, routeUtilization, assetId, rateId, sequenceIdInAsset, num_Property1, num_Property2, num_Property3, outOfRouteMile, debugRouteId, additiveCost, costPerQty, costPerWeight, costPerCubic, segmentUtilization, decompositionId, dockDoorId, dockDoorServiceStartTime, dockDoorServiceEndTime, outOfRouteCost, chargingCost, overrideCost, minimumCost, inventoryHoldingCost
,"000046","Truck",,"DC_6",01/08/2016 13:11,01/09/2016 00:00,747.89,0.00,0.00,594.07,0.00,0.00,0.00,92.00,0.00,0.00,1000.00,648.08,648.08,648.08,0.00,0.00,0.00,0.00,0.00,1200.00,712.89,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,01/08/2016 13:11,01/09/2016 00:00,0,N,1,92.00,0.00,0.00,1,92.00,0.00,0.00,0.09,"000046","1",,,,,0.00,"126420",0.00,21.17,,,0.09,,,,,0.00,0.00,0.00,0.00,0.00
,"000047","Truck",,"DC_6",01/03/2016 16:00,01/04/2016 18:03,1788.30,0.00,0.00,1431.92,0.00,0.00,0.00,195.00,0.00,0.00,1000.00,1562.09,1562.09,1562.09,0.00,0.00,0.00,0.00,0.00,1200.00,1718.30,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,"2",,01/03/2016 16:00,01/04/2016 18:03,0,N,2,195.00,0.00,0.00,1,195.00,0.00,0.00,0.20,"000047","1",,,,,837.84,"126421",0.00,15.32,,,0.13,,,,,0.00,0.00,0.00,0.00,0.00
,"000048","Truck",,"DC_6",02/25/2016 21:57,02/27/2016 00:00,1788.30,0.00,0.00,1431.92,0.00,0.00,0.00,277.00,0.00,0.00,1000.00,1562.09,1562.09,1562.09,0.00,0.00,0.00,0.00,0.00,1200.00,1718.30,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,"2",,02/25/2016 21:57,02/27/2016 00:00,0,N,2,277.00,0.00,0.00,1,277.00,0.00,0.00,0.28,"000048","1",,,,,837.84,"126422",0.00,10.79,,,0.21,,,,,0.00,0.00,0.00,0.00,0.00
,"000049","Truck",,"DC_6",09/13/2016 13:11,09/14/2016 00:00,747.89,0.00,0.00,594.07,0.00,0.00,0.00,200.00,0.00,0.00,1000.00,648.08,648.08,648.08,0.00,0.00,0.00,0.00,0.00,1200.00,712.89,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,09/13/2016 13:11,09/14/2016 00:00,0,N,1,200.00,0.00,0.00,1,200.00,0.00,0.00,0.20,"000049","1",,,,,0.00,"126423",0.00,9.74,,,0.20,,,,,0.00,0.00,0.00,0.00,0.00
,"000050","Truck",,"DC_6",04/07/2016 16:00,04/08/2016 18:03,1788.30,0.00,0.00,1431.92,0.00,0.00,0.00,269.00,0.00,0.00,1000.00,1562.09,1562.09,1562.09,0.00,0.00,0.00,0.00,0.00,1200.00,1718.30,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,"2",,04/07/2016 16:00,04/08/2016 18:03,0,N,2,269.00,0.00,0.00,1,269.00,0.00,0.00,0.27,"000050","1",,,,,837.84,"126424",0.00,11.11,,,0.14,,,,,0.00,0.00,0.00,0.00,0.00
,"000051","Truck",,"DC_6",03/06/2016 16:00,03/07/2016 00:00,561.92,0.00,0.00,439.10,0.00,0.00,0.00,96.00,0.00,0.00,1000.00,479.02,479.02,479.02,0.00,0.00,0.00,0.00,0.00,1200.00,526.92,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,03/06/2016 16:00,03/07/2016 00:00,0,N,1,96.00,0.00,0.00,1,96.00,0.00,0.00,0.10,"000051","1",,,,,0.00,"126425",0.00,18.35,,,0.10,,,,,0.00,0.00,0.00,0.00,0.00
,"000052","Truck",,"DC_6",02/10/2016 16:00,02/11/2016 00:00,561.92,0.00,0.00,439.10,0.00,0.00,0.00,97.00,0.00,0.00,1000.00,479.02,479.02,479.02,0.00,0.00,0.00,0.00,0.00,1200.00,526.92,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,02/10/2016 16:00,02/11/2016 00:00,0,N,1,97.00,0.00,0.00,1,97.00,0.00,0.00,0.10,"000052","1",,,,,0.00,"126426",0.00,18.16,,,0.10,,,,,0.00,0.00,0.00,0.00,0.00
,"000053","Truck",,"DC_6",01/19/2016 21:57,01/21/2016 00:00,1788.30,0.00,0.00,1431.92,0.00,0.00,0.00,387.00,0.00,0.00,1000.00,1562.09,1562.09,1562.09,0.00,0.00,0.00,0.00,0.00,1200.00,1718.30,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,"2",,01/19/2016 21:57,01/21/2016 00:00,0,N,2,387.00,0.00,0.00,1,387.00,0.00,0.00,0.39,"000053","1",,,,,837.84,"126427",0.00,7.72,,,0.26,,,,,0.00,0.00,0.00,0.00,0.00
,"000054","Truck",,"DC_6",03/30/2016 16:00,03/31/2016 00:00,561.92,0.00,0.00,439.10,0.00,0.00,0.00,90.00,0.00,0.00,1000.00,479.02,479.02,479.02,0.00,0.00,0.00,0.00,0.00,1200.00,526.92,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,03/30/2016 16:00,03/31/2016 00:00,0,N,1,90.00,0.00,0.00,1,90.00,0.00,0.00,0.09,"000054","1",,,,,0.00,"126428",0.00,19.58,,,0.09,,,,,0.00,0.00,0.00,0.00,0.00
,"000055","Truck",,"DC_6",11/27/2016 16:00,11/28/2016 00:00,561.92,0.00,0.00,439.10,0.00,0.00,0.00,100.00,0.00,0.00,1000.00,479.02,479.02,479.02,0.00,0.00,0.00,0.00,0.00,1200.00,526.92,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,11/27/2016 16:00,11/28/2016 00:00,0,N,1,100.00,0.00,0.00,1,100.00,0.00,0.00,0.10,"000055","1",,,,,0.00,"126429",0.00,17.62,,,0.10,,,,,0.00,0.00,0.00,0.00,0.00
,"000056","Truck",,"DC_6",01/26/2016 21:57,01/28/2016 00:00,1788.30,0.00,0.00,1431.92,0.00,0.00,0.00,274.00,0.00,0.00,1000.00,1562.09,1562.09,1562.09,0.00,0.00,0.00,0.00,0.00,1200.00,1718.30,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,"2",,01/26/2016 21:57,01/28/2016 00:00,0,N,2,274.00,0.00,0.00,1,274.00,0.00,0.00,0.27,"000056","1",,,,,837.84,"126430",0.00,10.91,,,0.21,,,,,0.00,0.00,0.00,0.00,0.00
,"000057","Truck",,"DC_6",01/12/2016 13:11,01/13/2016 00:00,747.89,0.00,0.00,594.07,0.00,0.00,0.00,94.00,0.00,0.00,1000.00,648.08,648.08,648.08,0.00,0.00,0.00,0.00,0.00,1200.00,712.89,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,01/12/2016 13:11,01/13/2016 00:00,0,N,1,94.00,0.00,0.00,1,94.00,0.00,0.00,0.09,"000057","1",,,,,0.00,"126431",0.00,20.72,,,0.09,,,,,0.00,0.00,0.00,0.00,0.00
,"000058","Truck",,"DC_6",01/30/2016 16:00,01/31/2016 00:00,561.92,0.00,0.00,439.10,0.00,0.00,0.00,99.00,0.00,0.00,1000.00,479.02,479.02,479.02,0.00,0.00,0.00,0.00,0.00,1200.00,526.92,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,01/30/2016 16:00,01/31/2016 00:00,0,N,1,99.00,0.00,0.00,1,99.00,0.00,0.00,0.10,"000058","1",,,,,0.00,"126432",0.00,17.80,,,0.10,,,,,0.00,0.00,0.00,0.00,0.00
,"000059","Truck",,"DC_6",02/16/2016 16:00,02/17/2016 00:00,561.92,0.00,0.00,439.10,0.00,0.00,0.00,99.00,0.00,0.00,1000.00,479.02,479.02,479.02,0.00,0.00,0.00,0.00,0.00,1200.00,526.92,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,02/16/2016 16:00,02/17/2016 00:00,0,N,1,99.00,0.00,0.00,1,99.00,0.00,0.00,0.10,"000059","1",,,,,0.00,"126433",0.00,17.80,,,0.10,,,,,0.00,0.00,0.00,0.00,0.00
,"000060","Truck",,"DC_6",12/01/2016 16:00,12/02/2016 00:00,561.92,0.00,0.00,439.10,0.00,0.00,0.00,91.00,0.00,0.00,1000.00,479.02,479.02,479.02,0.00,0.00,0.00,0.00,0.00,1200.00,526.92,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,12/01/2016 16:00,12/02/2016 00:00,0,N,1,91.00,0.00,0.00,1,91.00,0.00,0.00,0.09,"000060","1",,,,,0.00,"126434",0.00,19.36,,,0.09,,,,,0.00,0.00,0.00,0.00,0.00
,"000061","Truck",,"DC_6",04/26/2016 13:11,04/27/2016 00:00,747.89,0.00,0.00,594.07,0.00,0.00,0.00,185.00,0.00,0.00,1000.00,648.08,648.08,648.08,0.00,0.00,0.00,0.00,0.00,1200.00,712.89,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2",,04/26/2016 13:11,04/27/2016 00:00,0,N,1,185.00,0.00,0.00,1,185.00,0.00,0.00,0.19,"000061","1",,,,,0.00,"126435",0.00,10.53,,,0.19,,,,,0.00,0.00,0.00,0.00,0.00
